,blueWins,league,season,blueTeam,redTeam,blueTopChamp,redTopChamp,blueJungleChamp,redJungleChamp,blueMiddleChamp,redMiddleChamp,blueADCChamp,redADCChamp,blueSupportChamp,redSupportChamp,golddiffTeam20,golddiffTop20,golddiffJungle20,golddiffMiddle20,golddiffADC20,golddiffSupport20,rKills20,bKills20,rTowers20,bTowers20,rInhibs20,bInhibs20
386,0,NALCS,2016 Summer,C9,TSM,56.1,23.7,90.5,46.2,40.3,56.5,32.0,41.5,40.3,87.0,-3539,-408,-308,-617,-1626,-580,4,3,4,2,0,0
387,1,NALCS,2016 Summer,TL,P1,56.1,47.8,17.4,18.6,56.5,87.0,50.6,41.5,40.3,10.3,101,147,486,714,-1123,-123,5,7,4,4,0,0
388,0,NALCS,2016 Summer,P1,TL,47.8,56.1,27.3,25.3,90.5,56.5,32.0,41.5,87.0,60.1,-7465,-1358,-1648,-1829,-1817,-813,5,3,5,1,0,0
389,1,NALCS,2016 Summer,IMT,NV,42.3,56.5,40.3,90.5,40.3,87.0,16.6,20.9,10.3,56.1,2000,862,410,574,-55,209,0,2,2,3,0,0
390,0,NALCS,2016 Summer,NV,IMT,56.1,25.3,46.2,90.5,4.7,56.5,20.9,0.8,87.0,60.1,-2176,-120,-424,-1321,-420,109,4,4,5,2,0,0
391,1,NALCS,2016 Summer,TL,NRG,42.3,21.3,17.4,90.5,90.5,20.2,50.6,20.9,40.3,20.2,3704,-1822,1654,1469,2442,-39,5,12,2,3,0,0
392,1,NALCS,2016 Summer,NRG,TL,21.3,42.3,40.3,90.5,20.2,56.5,13.4,72.7,60.1,87.0,-1621,-155,-176,-231,-477,-582,3,2,2,0,0,0
393,1,NALCS,2016 Summer,TL,NRG,47.8,42.3,17.4,40.3,90.5,20.2,72.7,1.2,87.0,60.1,5580,-79,879,2286,1945,549,5,6,1,5,0,0
394,0,NALCS,2016 Summer,NRG,TSM,90.5,23.7,40.3,90.5,20.2,56.5,13.4,41.5,19.8,87.0,-5383,-564,-1039,-1705,-383,-1692,10,5,3,1,0,0
395,1,NALCS,2016 Summer,TSM,NRG,23.7,21.3,90.5,25.3,56.5,1.2,41.5,16.6,10.3,87.0,5305,1487,825,2160,681,152,2,7,2,3,0,0
396,0,NALCS,2016 Summer,FOX,IMT,21.3,42.3,90.5,46.2,25.3,40.3,41.5,72.7,60.1,87.0,-4350,-1243,-891,-1369,-631,-216,5,1,5,2,0,0
397,1,NALCS,2016 Summer,IMT,FOX,19.0,42.3,17.4,90.5,56.5,40.3,20.9,16.6,20.2,11.5,-2952,-307,880,-1333,-2374,182,8,4,1,1,0,0
398,1,NALCS,2016 Summer,CLG,FOX,21.3,42.3,27.3,90.5,56.5,0.4,4.0,32.0,11.5,40.3,2568,970,1295,652,-393,44,2,3,2,4,0,0
399,0,NALCS,2016 Summer,FOX,CLG,42.3,21.3,25.3,27.3,87.0,14.6,32.0,4.0,20.2,60.1,-3249,-519,-1117,-445,-839,-329,3,2,5,2,1,0
400,0,NALCS,2016 Summer,P1,APX,47.8,12.6,27.3,0.8,87.0,10.3,20.9,16.6,40.3,11.5,-4898,-1156,-1321,-1568,-558,-295,5,2,2,2,0,0
401,0,NALCS,2016 Summer,APX,P1,42.3,56.1,0.8,25.3,10.3,25.3,16.6,41.5,87.0,20.2,-2687,890,-298,-1064,-854,-1361,10,3,3,2,0,0
402,0,NALCS,2016 Summer,P1,APX,56.1,12.6,25.3,46.2,25.3,14.6,41.5,16.6,20.2,60.1,-2319,-454,-665,-960,71,-311,3,0,3,2,0,0
403,0,NALCS,2016 Summer,APX,C9,19.0,47.8,90.5,27.3,40.3,10.3,16.6,72.7,87.0,60.1,-1731,1037,-1081,-587,-662,-438,8,3,3,3,0,0
404,0,NALCS,2016 Summer,C9,APX,47.8,4.7,27.3,90.5,25.3,35.2,41.5,72.7,60.1,11.5,1774,-171,-53,654,1034,310,2,2,3,3,0,0
405,0,NALCS,2016 Summer,APX,C9,4.7,16.2,46.2,90.5,35.2,8.3,72.7,50.6,11.5,60.1,-992,-730,89,-562,243,-32,6,5,3,3,0,0
406,1,NALCS,2016 Summer,CLG,NV,56.1,25.3,27.3,40.3,56.5,20.2,16.6,20.9,19.8,20.2,-4782,-776,-1757,-829,-427,-993,7,3,4,2,0,0
407,1,NALCS,2016 Summer,NV,CLG,56.1,42.3,25.3,40.3,25.3,14.6,41.5,50.6,3.6,11.5,0,97,-495,641,-410,167,5,3,3,4,0,0
408,0,NALCS,2016 Summer,CLG,NV,56.1,19.0,27.3,25.3,10.3,87.0,16.6,41.5,40.3,60.1,-1938,624,-1271,650,-1270,-671,9,6,4,2,0,0
409,1,NALCS,2016 Summer,CLG,IMT,21.3,56.1,25.3,40.3,87.0,10.3,20.9,41.5,40.3,19.8,-95,866,-1313,-1140,992,500,3,4,3,3,0,0
410,1,NALCS,2016 Summer,IMT,CLG,25.3,23.7,90.5,27.3,90.5,56.5,20.9,4.0,10.3,11.5,2811,768,1221,512,701,-391,2,1,3,4,0,0
411,0,NALCS,2016 Summer,CLG,IMT,12.6,25.3,46.2,90.5,56.5,40.3,32.0,20.9,40.3,87.0,-8489,-1296,-1702,-2193,-2624,-674,9,4,5,1,0,0
412,0,NALCS,2016 Summer,APX,TL,23.7,56.1,90.5,40.3,10.3,8.3,32.0,50.6,87.0,10.3,-1788,-493,-765,-20,-447,-63,5,2,3,3,0,0
413,1,NALCS,2016 Summer,C9,NV,47.8,23.7,90.5,13.0,35.2,87.0,50.6,41.5,10.3,60.1,1323,594,428,1496,-542,-653,0,4,1,1,0,0
414,0,NALCS,2016 Summer,NV,C9,18.6,42.3,90.5,25.3,20.9,35.2,41.5,50.6,60.1,5.9,1199,-698,284,492,812,309,3,3,3,3,0,0
415,1,NALCS,2016 Summer,IMT,TL,18.6,56.1,25.3,40.3,56.5,8.3,72.7,50.6,19.8,60.1,8282,2054,1339,1988,2026,875,3,10,1,6,0,0
416,0,NALCS,2016 Summer,TL,IMT,56.1,19.0,17.4,90.5,87.0,40.3,50.6,20.9,40.3,20.2,-5246,-1534,-1213,-1292,-820,-387,9,4,2,0,0,0
417,1,NALCS,2016 Summer,C9,NRG,25.3,56.1,27.3,25.3,90.5,20.2,72.7,16.6,60.1,87.0,4258,143,937,1357,1205,616,1,3,2,4,0,0
418,0,NALCS,2016 Summer,NRG,C9,56.1,25.3,46.2,90.5,40.3,8.3,41.5,32.0,20.2,60.1,-1814,-1160,144,-1506,330,378,5,3,2,2,0,0
419,0,NALCS,2016 Summer,P1,CLG,0.4,56.1,27.3,25.3,87.0,56.5,72.7,20.9,40.3,60.1,-1491,-485,-580,-902,362,114,1,1,3,2,0,0
420,1,NALCS,2016 Summer,CLG,P1,12.6,56.1,25.3,17.4,87.0,40.3,41.5,4.0,0.8,60.1,2108,393,-60,1127,767,-119,4,5,2,3,0,0
421,0,NALCS,2016 Summer,TSM,FOX,42.3,47.8,90.5,17.4,56.5,35.2,41.5,32.0,10.3,87.0,2535,527,1273,-253,1017,-29,3,3,2,3,0,0
422,0,NALCS,2016 Summer,FOX,TSM,21.3,42.3,17.4,90.5,35.2,56.5,72.7,41.5,87.0,10.3,-3985,210,-985,-850,-1687,-673,3,0,4,2,0,0
423,1,NALCS,2016 Summer,TSM,FOX,23.7,42.3,46.2,90.5,56.5,35.2,41.5,32.0,87.0,20.2,2382,952,554,332,651,-107,3,0,2,6,0,0
424,1,NALCS,2016 Summer,NRG,P1,21.3,47.8,90.5,17.4,40.3,56.5,41.5,4.0,87.0,60.1,4610,942,1289,999,829,551,2,5,3,5,0,0
425,1,NALCS,2016 Summer,P1,NRG,56.1,8.3,18.6,90.5,35.2,56.5,41.5,13.4,40.3,60.1,-3647,-1973,-973,-163,-167,-371,6,1,2,1,0,0
426,1,NALCS,2016 Summer,NRG,P1,56.1,56.5,25.3,18.6,40.3,35.2,32.0,41.5,60.1,20.2,153,246,44,8,-55,-90,5,3,3,3,0,0
427,0,NALCS,2016 Summer,NV,TSM,56.1,42.3,25.3,90.5,4.7,14.6,20.9,72.7,60.1,87.0,-4227,-655,-1384,-179,-1840,-169,5,3,8,4,1,0
428,1,NALCS,2016 Summer,TSM,NV,23.7,56.1,90.5,13.0,40.3,35.2,50.6,41.5,87.0,10.3,2823,846,272,839,758,108,0,1,1,4,0,0
429,1,NALCS,2016 Summer,APX,FOX,21.3,42.3,90.5,17.4,90.5,56.5,20.9,41.5,60.1,87.0,1307,1096,314,-588,-10,495,1,2,3,3,0,0
430,0,NALCS,2016 Summer,FOX,APX,47.8,12.6,18.6,40.3,40.3,87.0,32.0,20.9,10.3,60.1,-1450,158,-1261,-395,235,-187,3,1,3,3,0,0
431,1,NALCS,2016 Summer,C9,TL,47.8,12.6,13.0,90.5,40.3,14.6,50.6,72.7,60.1,40.3,489,-242,158,335,-279,517,0,0,2,2,0,0
432,1,NALCS,2016 Summer,TL,C9,56.1,47.8,90.5,13.0,40.3,10.3,32.0,50.6,87.0,40.3,592,126,708,399,-822,181,2,2,2,2,0,0
433,0,NALCS,2016 Summer,C9,TL,42.3,47.8,46.2,90.5,56.5,40.3,72.7,32.0,40.3,60.1,-3102,936,-1331,-904,-1236,-567,10,3,3,1,0,0
434,1,NALCS,2016 Summer,FOX,NV,21.3,42.3,46.2,90.5,20.2,0.4,20.9,32.0,87.0,56.1,30,579,-691,874,-709,-23,6,7,2,2,0,0
435,1,NALCS,2016 Summer,NV,FOX,23.7,42.3,90.5,27.3,90.5,40.3,50.6,20.9,56.1,87.0,1268,227,279,-69,341,490,1,2,2,4,0,0
436,0,NALCS,2016 Summer,FOX,NV,47.8,12.6,46.2,90.5,23.7,56.5,32.0,72.7,10.3,87.0,-1001,-1093,-877,645,805,-481,3,6,3,2,0,0
437,0,NALCS,2016 Summer,NRG,CLG,56.1,12.6,13.0,90.5,87.0,90.5,50.6,41.5,60.1,40.3,-3469,-645,-673,-919,-754,-478,9,2,5,3,0,0
438,1,NALCS,2016 Summer,CLG,NRG,21.3,56.1,40.3,13.0,56.5,25.3,20.9,32.0,11.5,87.0,2261,-93,912,388,988,66,3,4,2,6,0,0
439,1,NALCS,2016 Summer,IMT,APX,56.5,42.3,90.5,46.2,40.3,35.2,72.7,50.6,19.8,10.3,3030,638,339,-155,1559,649,3,4,3,4,0,0
440,0,NALCS,2016 Summer,APX,IMT,18.6,56.5,40.3,90.5,40.3,14.6,32.0,50.6,87.0,10.3,-2715,266,185,-923,-1793,-450,3,3,6,3,0,0
441,0,NALCS,2016 Summer,CLG,TSM,21.3,42.3,40.3,25.3,56.5,8.3,1.2,72.7,60.1,40.3,-5518,-1483,-535,-1247,-1514,-739,7,1,4,1,0,0
442,1,NALCS,2016 Summer,TSM,CLG,42.3,56.1,46.2,40.3,56.5,1.2,72.7,20.9,87.0,11.5,-1123,-251,-906,37,-142,139,3,9,4,4,0,0
443,1,NALCS,2016 Summer,APX,P1,56.1,47.8,40.3,90.5,87.0,10.3,20.9,50.6,11.5,60.1,605,-339,1103,-22,-329,192,3,3,2,3,0,0
444,1,NALCS,2016 Summer,P1,APX,47.8,2.0,18.6,90.5,25.3,40.3,41.5,20.9,87.0,60.1,-1970,-981,-977,-1419,1225,182,0,2,3,2,0,0
445,0,NALCS,2016 Summer,APX,P1,56.1,34.8,90.5,25.3,87.0,35.2,32.0,13.4,5.9,60.1,-2530,402,-105,-576,-1599,-652,8,1,6,3,1,0
446,0,NALCS,2016 Summer,P1,TSM,56.1,42.3,25.3,40.3,87.0,14.6,72.7,41.5,40.3,60.1,-921,127,-124,-1477,767,-214,4,4,2,2,0,0
447,1,NALCS,2016 Summer,TSM,P1,42.3,34.8,46.2,90.5,10.3,8.3,41.5,50.6,87.0,60.1,7146,780,873,2788,1811,894,1,10,2,4,0,0
448,1,NALCS,2016 Summer,TL,NV,56.1,19.0,46.2,90.5,8.3,40.3,32.0,72.7,60.1,40.3,-399,-168,-809,541,-15,52,7,6,3,3,0,0
449,0,NALCS,2016 Summer,NV,TL,47.8,42.3,90.5,13.0,40.3,35.2,50.6,32.0,3.6,60.1,-2142,-140,-1607,-417,-37,59,8,4,2,2,0,0
450,0,NALCS,2016 Summer,FOX,NRG,56.5,16.2,46.2,90.5,10.3,40.3,32.0,41.5,10.3,87.0,-3660,-612,-1288,675,-1845,-590,6,2,4,1,0,0
451,1,NALCS,2016 Summer,NRG,FOX,21.3,23.7,46.2,90.5,40.3,4.7,72.7,20.9,87.0,20.2,-790,1309,-832,-365,-54,-848,6,5,3,3,0,0
452,1,NALCS,2016 Summer,IMT,C9,19.0,56.1,40.3,46.2,87.0,10.3,32.0,72.7,20.2,5.9,-490,1133,-148,-633,-693,-149,1,2,5,5,1,1
453,0,NALCS,2016 Summer,C9,IMT,16.2,42.3,13.0,40.3,35.2,40.3,72.7,32.0,60.1,19.8,-10945,-4012,-2729,-1092,-2122,-990,14,0,4,1,0,0
454,1,NALCS,2016 Summer,TSM,C9,42.3,34.8,40.3,46.2,56.5,90.5,16.6,72.7,60.1,19.8,4222,472,-66,184,2848,784,6,7,1,3,0,0
455,0,NALCS,2016 Summer,C9,TSM,34.8,47.8,46.2,25.3,40.3,35.2,32.0,41.5,60.1,40.3,-3092,-525,-765,-737,-830,-235,4,3,3,1,0,0
456,0,NALCS,2016 Summer,NV,IMT,19.0,2.0,13.0,25.3,87.0,22.1,32.0,72.7,60.1,19.8,-1561,-494,609,617,-2075,-218,3,5,5,3,0,0
457,1,NALCS,2016 Summer,IMT,NV,42.3,14.2,90.5,1.6,40.3,25.3,20.9,72.7,19.8,40.3,-201,504,39,34,244,-1022,10,7,1,2,0,0
458,0,NALCS,2016 Summer,NRG,APX,34.8,42.3,40.3,90.5,4.7,56.5,72.7,50.6,60.1,11.5,-2256,-1509,-371,-58,-272,-46,5,2,2,2,0,0
459,1,NALCS,2016 Summer,APX,NRG,21.3,17.4,90.5,46.2,14.6,40.3,50.6,41.5,11.5,60.1,1610,-211,907,210,522,182,0,4,2,4,0,0
460,0,NALCS,2016 Summer,TL,IMT,47.8,20.9,13.0,90.5,40.3,14.6,32.0,72.7,60.1,40.3,-4715,-2331,826,-664,-1634,-912,6,3,2,1,0,0
461,0,NALCS,2016 Summer,IMT,TL,56.5,56.1,17.4,90.5,14.6,40.3,72.7,32.0,10.3,60.1,-1286,447,-590,-626,-188,-329,7,2,2,2,0,0
462,0,NALCS,2016 Summer,TL,IMT,42.3,18.6,13.0,90.5,87.0,56.5,32.0,50.6,60.1,10.3,-3020,-2420,306,110,-1193,177,8,8,2,2,0,0
463,0,NALCS,2016 Summer,APX,TSM,19.0,56.1,90.5,46.2,40.3,22.1,50.6,72.7,60.1,87.0,-5559,-1777,-738,-1565,-879,-600,6,4,2,0,0,0
464,1,NALCS,2016 Summer,TSM,APX,47.8,34.8,46.2,90.5,56.5,8.3,72.7,16.6,87.0,40.3,3817,1045,531,1345,173,723,3,7,2,4,0,0
465,0,NALCS,2016 Summer,CLG,P1,42.3,34.8,25.3,90.5,87.0,10.3,41.5,72.7,5.9,60.1,964,113,650,-255,651,-195,6,2,0,3,0,0
466,0,NALCS,2016 Summer,P1,CLG,34.8,42.3,18.6,90.5,56.5,40.3,41.5,72.7,60.1,40.3,-104,38,-880,-856,1250,344,2,3,4,3,0,0
467,1,NALCS,2016 Summer,CLG,P1,42.3,34.8,90.5,25.3,35.2,87.0,72.7,50.6,40.3,60.1,5223,-213,1247,1460,1548,1181,6,11,2,5,0,0
468,0,NALCS,2016 Summer,P1,FOX,47.8,21.3,25.3,90.5,90.5,56.5,72.7,50.6,60.1,19.8,-279,-178,-470,-649,731,287,1,1,3,3,0,0
469,0,NALCS,2016 Summer,FOX,P1,21.3,47.8,90.5,18.6,22.1,56.5,72.7,50.6,19.8,60.1,-514,578,-29,-731,93,-425,4,4,2,2,0,0
470,1,NALCS,2016 Summer,P1,FOX,47.8,21.3,18.6,90.5,56.5,35.2,50.6,32.0,60.1,19.8,1843,31,861,-899,1013,837,2,3,4,5,0,0
471,0,NALCS,2016 Summer,NV,CLG,0.8,42.3,90.5,25.3,40.3,35.2,72.7,50.6,60.1,5.9,1720,343,869,495,83,-70,4,5,3,3,0,0
472,1,NALCS,2016 Summer,CLG,NV,12.6,56.1,90.5,25.3,87.0,0.8,41.5,16.6,5.9,60.1,1116,115,138,262,450,151,2,6,3,3,0,0
473,0,NALCS,2016 Summer,NRG,C9,34.8,56.1,90.5,46.2,0.4,22.1,72.7,41.5,20.2,87.0,-2113,-356,-107,-576,-585,-489,2,2,4,2,0,0
474,1,NALCS,2016 Summer,C9,NRG,56.1,34.8,46.2,13.0,56.5,25.3,32.0,41.5,40.3,87.0,-997,308,554,-232,-604,-1023,4,3,3,3,0,0
475,1,NALCS,2016 Summer,TL,FOX,56.1,12.6,90.5,46.2,90.5,35.2,72.7,50.6,60.1,87.0,6398,1384,2726,1356,842,90,3,9,1,3,0,0
476,1,NALCS,2016 Summer,FOX,TL,42.3,47.8,90.5,13.0,20.2,87.0,50.6,72.7,10.3,60.1,1125,159,318,406,113,129,0,3,2,2,0,0
477,1,NALCS,2016 Summer,TL,FOX,47.8,34.8,18.6,25.3,40.3,22.1,72.7,41.5,60.1,87.0,1226,195,193,-199,882,155,3,7,2,3,0,0
478,0,NALCS,2016 Summer,IMT,CLG,18.6,21.3,40.3,90.5,56.5,1.2,41.5,72.7,87.0,40.3,-1712,-1496,240,354,-213,-597,9,5,4,3,0,0
479,1,NALCS,2016 Summer,IMT,CLG,25.3,18.6,90.5,46.2,56.5,56.5,50.6,32.0,87.0,3.6,4662,-233,1119,1228,1496,1052,7,8,1,4,0,0
480,1,NALCS,2016 Summer,P1,NRG,47.8,8.3,90.5,46.2,26.5,87.0,41.5,72.7,60.1,56.1,1455,-670,937,-204,1316,76,0,2,2,3,0,0
481,1,NALCS,2016 Summer,NRG,P1,16.2,34.8,13.0,46.2,56.5,26.5,13.4,72.7,87.0,60.1,751,617,1185,40,-796,-295,6,7,1,1,0,0
482,1,NALCS,2016 Summer,P1,NRG,34.8,16.2,25.3,13.0,56.5,14.6,4.0,41.5,60.1,87.0,3048,-29,153,1940,521,463,0,5,3,3,0,0
483,0,NALCS,2016 Summer,FOX,TSM,34.8,56.1,90.5,46.2,40.3,56.5,50.6,72.7,60.1,87.0,-150,-700,140,607,-326,129,4,7,2,3,0,0
484,1,NALCS,2016 Summer,TSM,FOX,34.8,21.3,46.2,25.3,22.1,4.3,72.7,41.5,87.0,60.1,5355,-448,515,1176,3052,1060,2,8,2,5,0,0
485,0,NALCS,2016 Summer,C9,APX,34.8,42.3,90.5,46.2,35.2,40.3,41.5,50.6,87.0,11.5,1087,432,1185,-677,461,-314,3,5,0,0,0,0
486,0,NALCS,2016 Summer,APX,C9,19.0,34.8,40.3,46.2,4.7,26.5,32.0,50.6,60.1,40.3,3257,2435,992,447,-1202,585,6,10,1,4,0,0
487,1,NALCS,2016 Summer,C9,APX,47.8,12.6,46.2,25.3,56.5,40.3,72.7,50.6,87.0,11.5,-194,-1611,-340,579,739,439,2,4,2,2,0,0
488,0,NALCS,2016 Summer,C9,CLG,56.1,34.8,25.3,46.2,22.1,35.2,41.5,72.7,87.0,5.9,-3583,-450,331,-948,-1835,-681,4,1,4,2,0,0
489,0,NALCS,2016 Summer,CLG,C9,34.8,56.1,25.3,46.2,56.5,35.2,41.5,72.7,87.0,40.3,-4953,-931,-484,-2392,-602,-544,8,2,3,1,0,0
490,0,NALCS,2016 Summer,C9,CLG,56.1,34.8,25.3,90.5,35.2,40.3,50.6,20.9,60.1,40.3,200,37,-192,-72,321,106,1,3,4,3,0,0
491,0,NALCS,2016 Summer,TL,TSM,56.1,42.3,46.2,90.5,56.5,8.3,32.0,41.5,10.3,87.0,-5313,192,-974,-699,-3086,-746,8,3,3,1,0,0
492,1,NALCS,2016 Summer,TSM,TL,34.8,42.3,40.3,90.5,90.5,56.5,72.7,41.5,11.5,87.0,2226,-578,1086,469,1545,-296,3,3,2,3,0,0
493,1,NALCS,2016 Summer,NRG,NV,21.3,56.1,90.5,13.0,40.3,56.5,50.6,41.5,60.1,87.0,4936,800,1062,2024,782,268,2,11,2,4,0,0
494,0,NALCS,2016 Summer,NV,NRG,56.5,16.2,40.3,25.3,87.0,40.3,72.7,41.5,11.5,60.1,1927,1291,1215,30,-700,91,3,6,4,4,0,0
495,0,NALCS,2016 Summer,P1,TL,34.8,42.3,90.5,46.2,56.5,90.5,41.5,72.7,60.1,87.0,3004,772,583,797,543,309,2,5,2,4,0,0
496,1,NALCS,2016 Summer,TL,P1,19.0,47.8,17.4,18.6,90.5,56.5,32.0,4.0,60.1,6.7,-614,747,-163,78,-697,-579,7,5,1,2,0,0
497,1,NALCS,2016 Summer,IMT,FOX,34.8,42.3,46.2,25.3,26.5,40.3,72.7,41.5,19.8,60.1,4998,458,1027,927,1916,670,1,6,2,4,0,0
498,0,NALCS,2016 Summer,FOX,IMT,42.3,34.8,46.2,40.3,26.5,22.1,32.0,50.6,60.1,87.0,-14768,-1668,-3869,-2699,-4301,-2231,23,10,11,2,3,0
499,0,NALCS,2016 Summer,NV,APX,56.1,34.8,46.2,25.3,4.3,40.3,72.7,32.0,60.1,87.0,-1549,-1506,-962,-422,1229,112,4,2,3,3,0,0
500,0,NALCS,2016 Summer,APX,NV,42.3,47.8,46.2,25.3,90.5,35.2,32.0,72.7,60.1,56.1,-332,904,163,-446,-834,-119,4,2,2,2,0,0
501,1,NALCS,2016 Summer,NV,APX,34.8,4.7,17.4,25.3,40.3,35.2,72.7,16.6,56.1,87.0,590,-282,317,110,-85,530,3,2,3,4,0,0
502,1,NALCS,2016 Summer,IMT,NRG,34.8,16.2,40.3,13.0,22.1,26.5,72.7,41.5,6.7,60.1,5960,1813,1676,1557,189,725,6,3,2,5,0,0
503,0,NALCS,2016 Summer,NRG,IMT,34.8,19.0,90.5,46.2,26.5,22.1,32.0,50.6,87.0,4.7,-5272,-1081,16,-1856,-1799,-552,7,5,3,0,0,0
504,1,NALCS,2016 Summer,FOX,APX,34.8,14.2,46.2,90.5,40.3,22.1,72.7,41.5,87.0,56.1,-3806,85,-1854,-1094,-208,-735,2,2,4,2,0,0
505,1,NALCS,2016 Summer,APX,FOX,8.3,34.8,40.3,25.3,22.1,40.3,50.6,41.5,11.5,87.0,4136,1052,1899,428,28,729,1,4,4,7,1,1
506,0,NALCS,2016 Summer,FOX,APX,34.8,42.3,46.2,90.5,35.2,40.3,72.7,41.5,87.0,60.1,-4354,-1746,-1362,-1651,-23,428,10,7,7,3,0,0
507,0,NALCS,2016 Summer,CLG,TL,34.8,42.3,25.3,46.2,90.5,35.2,50.6,72.7,40.3,87.0,-2603,-1224,-974,-1697,1031,261,7,5,2,1,0,0
508,0,NALCS,2016 Summer,TL,CLG,42.3,34.8,90.5,46.2,22.1,35.2,41.5,50.6,4.7,87.0,2433,1569,703,-462,117,506,7,5,0,1,0,0
509,1,NALCS,2016 Summer,CLG,TL,42.3,56.1,46.2,90.5,40.3,35.2,72.7,41.5,87.0,4.7,-2980,-168,-929,-126,-890,-867,9,4,2,1,0,0
510,1,NALCS,2016 Summer,TSM,P1,34.8,42.3,46.2,90.5,26.5,56.5,72.7,20.9,40.3,60.1,3336,1186,72,317,1045,716,1,2,2,5,0,0
511,1,NALCS,2016 Summer,P1,TSM,19.0,56.1,1.2,46.2,26.5,22.1,72.7,41.5,60.1,87.0,-2279,-1288,817,380,-1437,-751,11,14,3,2,0,0
512,0,NALCS,2016 Summer,TSM,P1,34.8,20.9,46.2,90.5,35.2,26.5,72.7,13.4,87.0,60.1,-1635,-776,-1075,-1103,1430,-111,8,6,3,2,0,0
513,0,NALCS,2016 Summer,NRG,TL,34.8,42.3,90.5,18.6,40.3,90.5,41.5,50.6,60.1,87.0,-363,-669,-310,-338,666,288,4,3,2,3,0,0
514,1,NALCS,2016 Summer,TL,NRG,56.1,34.8,18.6,13.0,90.5,40.3,50.6,32.0,4.7,87.0,5804,-654,2948,1285,1493,732,2,10,2,5,0,0
515,1,NALCS,2016 Summer,C9,P1,56.1,34.8,46.2,90.5,35.2,56.5,72.7,41.5,40.3,87.0,-942,-386,-419,104,-187,-54,3,2,2,2,0,0
516,0,NALCS,2016 Summer,P1,C9,19.0,42.3,17.4,90.5,26.5,14.6,4.0,32.0,60.1,5.9,-664,-231,449,-1248,-251,617,5,2,1,2,0,0
517,0,NALCS,2016 Summer,NV,C9,34.8,42.3,90.5,46.2,90.5,26.5,4.0,32.0,4.7,11.5,1824,184,463,1181,-130,126,3,2,2,4,0,0
518,1,NALCS,2016 Summer,C9,NV,34.8,0.8,46.2,25.3,14.6,26.5,50.6,20.9,40.3,14.2,2576,1359,-7,830,477,-83,0,1,2,3,0,0
519,0,NALCS,2016 Summer,APX,IMT,34.8,19.0,25.3,46.2,35.2,90.5,16.6,32.0,19.8,4.7,1185,2212,78,1392,-1471,-1026,6,9,3,3,0,0
520,1,NALCS,2016 Summer,IMT,APX,19.0,20.9,46.2,25.3,90.5,4.3,50.6,32.0,19.8,14.2,11550,2495,2528,3103,2392,1032,3,10,2,9,0,3
521,1,NALCS,2016 Summer,TSM,NV,47.8,12.6,40.3,18.6,26.5,20.2,16.6,50.6,60.1,87.0,6767,71,3014,994,1810,878,2,8,0,4,0,0
522,0,NALCS,2016 Summer,NV,TSM,16.2,42.3,46.2,40.3,90.5,87.0,1.6,16.6,56.1,60.1,-7615,-2236,-1948,-1271,-1578,-582,7,3,5,2,0,0
523,0,NALCS,2016 Summer,FOX,CLG,42.3,56.1,90.5,46.2,40.3,35.2,72.7,50.6,19.8,87.0,-315,-151,240,-158,-80,-166,7,4,4,4,0,0
524,1,NALCS,2016 Summer,CLG,FOX,34.8,42.3,46.2,90.5,26.5,40.3,50.6,72.7,5.9,19.8,6213,1557,1564,2365,471,256,2,12,2,5,0,0
525,0,NALCS,2016 Summer,IMT,TSM,20.9,47.8,90.5,18.6,26.5,14.6,32.0,50.6,19.8,40.3,-2048,-456,188,-244,-1664,128,4,1,2,2,0,0
526,1,NALCS,2016 Summer,TSM,IMT,34.8,14.2,18.6,46.2,14.6,26.5,72.7,50.6,87.0,4.7,1053,713,-673,-334,1842,-495,6,7,1,1,0,0
527,0,NALCS,2016 Summer,P1,NV,56.1,25.3,17.4,46.2,35.2,87.0,72.7,1.6,40.3,3.6,-2168,-1216,-547,-687,561,-279,4,2,1,1,0,0
528,0,NALCS,2016 Summer,NV,P1,25.3,56.1,90.5,18.6,23.7,87.0,16.6,50.6,60.1,6.7,-4540,-731,-2136,-737,-459,-477,11,2,4,2,0,0
529,1,NALCS,2016 Summer,P1,NV,56.1,25.3,18.6,90.5,40.3,87.0,72.7,1.6,40.3,3.6,-575,768,-656,-428,-110,-149,1,2,2,2,0,0
530,1,NALCS,2016 Summer,CLG,NRG,47.8,56.1,46.2,90.5,26.5,0.8,50.6,32.0,40.3,87.0,2712,-110,858,-189,1282,871,4,5,2,4,0,0
531,1,NALCS,2016 Summer,NRG,CLG,34.8,20.9,17.4,90.5,90.5,35.2,72.7,41.5,6.7,87.0,-1247,-1966,-29,814,-233,167,4,5,5,4,1,0
532,1,NALCS,2016 Summer,CLG,NRG,34.8,16.2,90.5,18.6,26.5,0.8,20.9,50.6,19.8,87.0,-2295,552,-19,-1623,-475,-730,4,1,2,2,0,0
533,1,NALCS,2016 Summer,C9,FOX,47.8,20.9,90.5,46.2,35.2,40.3,20.9,32.0,40.3,87.0,1117,481,842,-242,319,-283,0,3,2,2,0,0
534,0,NALCS,2016 Summer,FOX,C9,12.6,34.8,90.5,46.2,40.3,2.0,41.5,32.0,87.0,5.9,-6796,-2195,-1452,-971,-1453,-725,6,0,3,0,0,0
